endpoint,latency_ms,status
/api/health,8.384,200
/api/health,11.061,200
/api/users,83.141,200
/api/users,114.646,200
/api/orders,101.331,200
/api/health,11.864,200
/api/health,8.969,200
/api/checkout,258.44,200
/api/health,11.366,200
/api/orders,155.405,200
/api/users,50.389,200
/api/products,64.77,200
/api/checkout,234.704,200
/api/search,148.093,200
/api/products,56.587,200
/api/orders,105.995,200
/api/products,64.152,200
/api/health,13.027,404
/api/orders,111.623,200
/api/search,166.532,200
/api/search,155.786,200
/api/health,10.198,200
/api/users,52.637,200
/api/products,53.958,200
/api/products,58.654,200
/api/health,15.441,200
/api/health,6.744,200
/api/users,33.328,200
/api/products,56.137,200
/api/products,31.293,200
/api/products,89.492,200
/api/products,47.672,200
/api/users,58.064,200
/api/orders,158.959,200
/api/products,46.365,200
/api/search,79.825,404
/api/products,35.868,200
/api/orders,112.789,200
/api/health,15.283,200
/api/products,68.062,200
/api/products,70.236,200
/api/health,11.286,404
/api/products,61.131,200
/api/users,88.558,200
/api/health,8.128,200
/api/products,49.837,200
/api/search,46.975,200
/api/orders,200.582,200
/api/health,12.42,200
/api/health,12.15,200
/api/search,97.281,200
/api/health,8.861,200
/api/checkout,239.977,200
/api/users,83.452,200
/api/orders,104.127,200
/api/users,92.751,200
/api/health,10.35,200
/api/health,11.797,404
/api/checkout,96.462,200
/api/products,74.935,200
/api/health,9.69,200
/api/checkout,205.191,200
/api/products,61.537,200
/api/search,151.157,200
/api/health,10.512,200
/api/search,145.932,200
/api/health,7.164,200
/api/search,88.95,200
/api/health,7.506,200
/api/search,102.936,200
/api/checkout,172.284,200
/api/health,10.016,200
/api/health,15.227,200
/api/orders,208.494,200
/api/orders,245.478,200
/api/health,9.368,404
/api/health,11.418,200
/api/health,14.874,200
/api/users,83.109,200
/api/health,12.833,200
/api/users,92.867,200
/api/health,12.53,200
/api/users,89.615,200
/api/health,6.844,200
/api/search,95.283,200
/api/products,68.651,200
/api/checkout,4674.475,200
/api/products,76.235,200
/api/orders,134.455,200
/api/users,38.54,200
/api/products,35.288,200
/api/users,106.413,200
/api/health,8.35,200
/api/users,72.957,200
/api/orders,95.267,200
/api/products,71.793,200
/api/health,4.416,200
/api/health,10.607,200
/api/products,58.502,200
/api/products,54.117,200
/api/health,9.832,200
/api/health,1.043,200
/api/users,76.592,200
/api/health,11.946,200
/api/health,7.463,200
/api/search,127.385,200
/api/users,70.753,200
/api/search,166.973,200
/api/orders,165.82,200
/api/orders,126.762,200
/api/users,71.872,200
/api/orders,158.145,500
/api/products,54.988,500
/api/health,11.382,200
/api/products,65.836,200
/api/search,109.426,200
/api/products,37.717,200
/api/users,62.683,200
/api/search,126.154,200
/api/users,88.278,200
/api/health,12.604,404
/api/products,46.538,404
/api/users,98.631,200
/api/users,96.702,200
/api/health,10.87,200
/api/health,12.537,200
/api/users,71.858,200
/api/products,55.799,200
/api/orders,197.585,200
/api/products,42.574,200
/api/orders,163.829,200
/api/checkout,236.879,200
/api/health,13.664,200
/api/health,9.267,200
/api/products,63.163,200
/api/health,11.674,200
/api/products,61.787,200
/api/search,125.644,200
/api/products,31.354,200
/api/health,8.79,200
/api/checkout,179.097,200
/api/users,111.582,200
/api/users,40.139,200
/api/orders,189.541,200
/api/health,16.166,200
/api/products,77.112,200
/api/search,150.286,200
/api/health,7.397,200
/api/checkout,218.491,200
/api/products,36.889,200
/api/users,89.136,200
/api/health,10.952,200
/api/products,31.267,200
/api/health,9.273,200
/api/health,13.824,200
/api/health,2.95,200
/api/search,119.617,200
/api/users,77.377,200
/api/search,141.942,200
/api/health,7.951,200
/api/users,43.382,200
/api/products,59.153,200
/api/health,10.739,200
/api/users,80.229,200
/api/users,96.411,200
/api/search,123.738,200
/api/products,81.152,200
/api/checkout,205.742,200
/api/checkout,128.748,200
/api/search,89.111,200
/api/health,11.277,200
/api/checkout,210.092,200
/api/health,10.197,200
/api/orders,64.612,500
/api/checkout,307.097,200
/api/health,11.18,200
/api/users,60.209,200
/api/products,71.698,200
/api/health,12.804,200
/api/health,8.937,200
/api/health,9.635,200
/api/health,10.499,200
/api/health,9.109,200
/api/orders,193.155,200
/api/health,13.527,200
/api/products,64.632,200
/api/products,70.028,200
/api/checkout,126.184,500
/api/health,9.016,200
/api/orders,155.294,200
/api/health,10.586,200
/api/health,8.438,200
/api/products,60.165,200
/api/users,101.784,200
/api/users,83.2,200
/api/products,53.496,200
/api/health,13.686,200
/api/products,31.533,200
/api/checkout,167.221,200
/api/health,11.216,200
/api/products,49.515,200
/api/health,10.516,200
/api/health,12.292,200
/api/users,102.126,200
/api/products,73.956,200
/api/health,10.511,200
/api/search,103.044,200
/api/search,126.973,200
/api/health,10.658,200
/api/health,13.914,200
/api/products,61.707,200
/api/health,9.351,200
/api/products,76.846,200
/api/search,114.432,200
/api/products,35.877,200
/api/users,89.188,500
/api/products,41.269,200
/api/products,55.649,200
/api/users,80.127,200
/api/users,66.914,200
/api/users,122.569,200
/api/health,11.066,200
/api/health,12.313,200
/api/search,60.971,200
/api/search,120.892,200
/api/health,12.251,200
/api/products,48.238,200
/api/health,10.746,200
/api/orders,200.915,200
/api/products,77.539,200
/api/products,72.858,200
/api/products,89.583,200
/api/products,33.399,200
/api/products,45.543,200
/api/users,122.833,200
/api/products,87.393,200
/api/orders,179.969,200
/api/products,58.696,200
/api/products,79.014,200
/api/users,55.488,200
/api/health,1.684,200
/api/users,85.92,200
/api/users,94.615,200
/api/products,77.139,200
/api/products,43.709,200
/api/users,85.255,200
/api/orders,120.817,200
/api/products,67.204,200
/api/search,109.2,200
/api/health,11.158,200
/api/health,13.38,200
/api/search,116.443,200
/api/products,72.292,200
/api/search,128.935,200
/api/products,82.568,200
/api/health,7.68,200
/api/orders,143.046,200
/api/users,89.943,200
/api/users,93.578,200
/api/health,6.388,200
/api/orders,172.008,200
/api/health,9.175,200
/api/health,12.876,200
/api/products,71.693,500
/api/products,51.87,200
/api/orders,170.263,200
/api/health,8.992,200
/api/checkout,197.135,200
/api/health,13.411,200
/api/health,11.162,200
/api/health,2.564,200
/api/health,8.672,200
/api/search,107.686,200
/api/health,13.056,200
/api/health,9.525,200
/api/health,8.075,200
/api/products,41.557,200
/api/health,8.262,200
/api/health,12.339,200
/api/health,12.183,200
/api/health,7.578,200
/api/products,55.581,200
/api/products,50.164,200
/api/health,9.208,200
/api/checkout,197.407,200
/api/health,8.772,200
/api/checkout,104.243,200
/api/products,80.756,200
/api/checkout,169.22,200
/api/products,40.597,200
/api/health,10.037,200
/api/search,124.48,200
/api/products,70.695,200
/api/search,120.672,200
/api/users,96.806,200
/api/health,12.886,200
/api/health,5.478,200
/api/users,99.792,200
/api/health,11.841,200
/api/search,110.903,200
/api/products,62.783,200
/api/search,84.459,200
/api/health,15.249,200
/api/health,7.754,200
/api/products,71.246,200
/api/products,72.886,200
/api/orders,93.601,200
/api/health,11.984,200
/api/products,46.42,200
/api/products,77.673,200
/api/health,9.632,200
/api/products,54.514,200
/api/orders,144.168,200
/api/users,74.497,200
/api/health,11.873,200
/api/checkout,210.489,200
/api/health,12.602,200
/api/orders,121.877,200
/api/users,102.12,200
/api/health,11.497,200
/api/health,16.603,200
/api/orders,121.405,500
/api/checkout,134.065,200
/api/orders,117.337,200
/api/products,80.666,200
/api/health,10.084,200
/api/search,84.206,200
/api/health,8.06,200
/api/users,76.174,200
/api/search,95.791,200
/api/checkout,5429.953,200
/api/users,69.322,200
/api/health,13.434,200
/api/health,11.83,200
/api/users,62.437,200
/api/products,39.626,200
/api/orders,78.77,200
/api/users,88.78,200
/api/users,104.117,200
/api/products,63.02,200
/api/search,71.006,200
/api/products,52.245,200
/api/users,84.755,200
/api/search,92.462,200
/api/products,76.65,200
/api/orders,193.381,200
/api/checkout,210.976,200
/api/health,10.413,200
/api/users,74.313,200
/api/health,13.029,200
/api/checkout,173.152,200
/api/orders,155.064,200
/api/health,6.246,200
/api/orders,128.829,200
/api/products,61.708,200
/api/checkout,371.448,200
/api/orders,119.014,200
/api/products,66.81,200
/api/products,83.639,200
/api/users,87.668,200
/api/users,59.688,200
/api/products,63.33,200
/api/health,9.138,200
/api/health,7.132,200
/api/health,14.785,200
/api/users,65.128,200
/api/health,8.841,200
/api/users,88.616,200
/api/health,12.712,200
/api/users,104.451,500
/api/search,117.115,200
/api/health,13.844,200
/api/search,48.371,200
/api/users,81.843,200
/api/products,50.327,200
/api/users,86.278,200
/api/users,84.643,200
/api/users,80.25,200
/api/products,68.339,200
/api/search,143.023,200
/api/products,63.013,200
/api/orders,159.478,200
/api/users,98.549,200
/api/checkout,204.078,200
/api/orders,108.984,200
/api/products,68.405,200
/api/search,96.874,200
/api/health,14.338,200
/api/orders,82.707,200
/api/products,51.24,200
/api/health,12.009,200
/api/search,182.508,200
/api/search,117.114,200
/api/health,7.874,200
/api/health,8.313,200
/api/search,128.81,200
/api/products,28.077,200
/api/health,12.767,200
/api/health,7.074,200
/api/orders,162.961,200
/api/orders,127.374,200
/api/health,11.481,200
/api/health,10.513,200
/api/health,15.995,200
/api/products,51.484,200
/api/health,6.368,200
/api/health,13.617,200
/api/users,84.85,200
/api/orders,133.021,200
/api/health,9.441,200
/api/health,5.72,200
/api/orders,128.863,200
/api/search,70.098,200
/api/health,11.421,200
/api/checkout,65.558,500
/api/search,187.138,404
/api/products,48.825,200
/api/products,32.68,200
/api/health,10.102,200
/api/orders,152.881,200
/api/health,13.861,200
/api/users,78.054,200
/api/orders,203.006,200
/api/orders,163.212,200
/api/checkout,210.82,500
/api/orders,221.932,200
/api/health,7.816,200
/api/users,87.367,200
/api/products,71.036,200
/api/health,11.342,200
/api/health,9.56,200
/api/orders,155.838,200
/api/health,6.761,200
/api/products,74.933,200
/api/health,11.651,200
/api/products,45.63,200
/api/products,50.031,200
/api/products,56.676,200
/api/products,88.867,200
/api/users,76.867,200
/api/health,10.062,200
/api/health,11.233,200
/api/products,63.46,500
/api/health,7.697,200
/api/products,42.036,200
/api/products,65.585,200
/api/checkout,188.72,200
/api/search,126.76,200
/api/health,10.626,200
/api/health,6.516,200
/api/users,66.081,200
/api/users,63.555,200
/api/health,8.14,200
/api/health,8.403,200
/api/search,103.138,200
/api/health,7.566,200
/api/search,90.693,200
/api/users,96.932,200
/api/health,9.771,200
/api/health,14.027,404
/api/health,11.399,200
/api/users,101.706,200
/api/search,105.889,200
/api/health,5.652,200
/api/users,40.184,200
/api/health,8.339,200
/api/users,98.318,200
/api/products,72.073,200
/api/products,51.974,200
/api/orders,116.769,200
/api/users,117.537,200
/api/users,109.629,200
/api/orders,142.418,200
/api/users,64.739,200
/api/health,10.695,200
/api/health,9.621,200
/api/health,9.207,200
/api/products,67.278,200
/api/health,9.482,200
/api/users,96.59,200
/api/health,5.852,200
/api/products,68.83,200
/api/health,9.814,200
/api/products,84.24,200
/api/products,97.409,200
/api/search,154.857,200
/api/checkout,179.074,200
/api/users,73.675,200
/api/products,65.872,200
/api/products,49.776,200
/api/health,13.485,200
/api/users,83.956,200
/api/products,61.782,200
/api/search,131.575,200
/api/health,5.017,200
/api/products,47.07,200
/api/users,76.731,404
/api/products,33.653,200
/api/checkout,318.872,500
/api/users,89.088,200
/api/users,68.186,200
/api/products,71.855,200
/api/health,7.587,200
/api/users,53.546,200
/api/products,52.102,200
/api/health,7.427,200
/api/products,42.174,200
/api/products,50.931,200
/api/products,54.534,200
/api/products,60.08,200
/api/search,106.511,200
/api/health,8.962,200
/api/checkout,215.147,200
/api/health,10.398,200
/api/users,61.328,200
/api/health,7.924,200
/api/products,56.335,200
/api/products,63.172,200
/api/health,13.396,200
/api/health,9.487,200
/api/products,80.351,200
/api/products,81.17,200
/api/health,1.999,200
/api/orders,153.904,200
/api/users,130.349,200
/api/products,56.791,200
/api/health,9.435,200
/api/search,181.62,200
/api/search,180.462,200
/api/search,170.203,200
/api/search,165.096,200
/api/products,45.206,200
/api/products,53.258,200
/api/health,11.179,200
/api/health,12.156,200
/api/products,54.681,200
/api/health,12.422,200
/api/health,11.867,200
/api/health,14.083,404
/api/products,81.706,200
/api/health,7.999,200
/api/users,57.652,200
/api/products,44.139,200
/api/products,48.249,200
/api/search,134.389,200
/api/health,10.845,200
/api/products,74.71,200
/api/health,8.913,200
/api/health,12.345,200
/api/products,54.007,200
/api/users,80.613,200
/api/users,81.321,200
/api/search,86.917,200
/api/users,68.112,200
/api/health,10.859,200
/api/health,10.736,200
/api/products,44.875,200
/api/products,75.72,200
/api/orders,123.492,500
/api/search,113.436,200
/api/checkout,329.208,200
/api/products,38.145,200
/api/health,9.827,200
/api/search,135.537,200
/api/health,8.868,200
/api/orders,125.348,200
/api/orders,195.282,200
/api/orders,61.433,200
/api/health,7.847,200
/api/products,72.386,200
/api/products,75.318,200
/api/health,14.023,200
/api/search,84.349,200
/api/orders,102.741,200
/api/health,14.558,200
/api/products,67.267,200
/api/orders,94.963,200
/api/search,164.895,200
/api/search,114.654,200
/api/products,59.226,200
/api/health,14.598,200
/api/products,99.054,200
/api/products,55.013,200
/api/search,120.276,200
/api/users,107.184,200
/api/checkout,199.779,200
/api/products,32.082,200
/api/users,75.523,200
/api/products,42.602,200
/api/search,91.494,200
/api/users,62.733,200
/api/health,5.143,200
/api/search,127.141,200
/api/orders,189.259,200
/api/health,8.319,200
/api/search,41.826,200
/api/users,52.502,200
/api/search,84.952,200
/api/search,125.43,200
/api/products,75.574,200
/api/health,8.32,200
/api/products,83.487,200
/api/products,59.241,200
/api/health,7.049,200
/api/health,11.025,200
/api/checkout,107.835,200
/api/health,4.064,200
/api/search,150.264,200
/api/health,14.32,200
/api/users,101.525,200
/api/users,48.209,200
/api/health,7.129,200
/api/health,3.391,200
/api/checkout,94.28,200
/api/products,67.302,200
/api/users,106.191,200
/api/search,107.609,200
/api/products,70.149,200
/api/health,10.946,200
/api/health,7.924,200
/api/products,61.241,200
/api/products,34.979,200
/api/checkout,176.7,200
/api/products,63.442,200
/api/users,99.366,200
/api/products,73.579,200
/api/search,140.707,200
/api/products,56.473,200
/api/search,137.185,200
/api/checkout,210.75,200
/api/search,127.912,200
/api/health,4.459,200
/api/products,59.363,404
/api/orders,150.331,200
/api/search,136.685,200
/api/products,55.789,200
/api/orders,142.465,200
/api/products,50.646,200
/api/health,7.462,200
/api/products,72.011,200
/api/health,8.577,200
/api/search,86.953,200
/api/products,47.748,200
/api/health,12.676,200
/api/health,12.962,200
/api/products,70.026,200
/api/checkout,6051.818,200
/api/search,114.758,200
/api/health,2.222,200
/api/products,53.375,200
/api/health,10.51,200
/api/health,14.654,200
/api/health,17.585,200
/api/products,45.986,200
/api/search,121.494,200
/api/users,67.9,200
/api/products,49.732,200
/api/users,76.747,200
/api/health,11.699,200
/api/products,54.439,200
/api/users,45.454,200
/api/health,4.036,200
/api/orders,124.797,500
/api/health,11.562,200
/api/users,63.572,200
/api/users,74.157,500
/api/checkout,185.779,500
/api/users,114.574,200
/api/health,11.086,200
/api/health,9.296,200
/api/health,10.085,200
/api/orders,130.33,404
/api/orders,113.29,200
/api/health,6.728,200
/api/products,76.185,200
/api/products,82.826,200
/api/search,123.298,200
/api/products,53.683,200
/api/health,9.248,200
/api/health,4.481,200
/api/health,14.343,200
/api/products,33.981,200
/api/search,164.615,500
/api/search,73.394,200
/api/health,8.828,200
/api/products,53.464,200
/api/health,6.448,200
/api/health,7.837,200
/api/users,63.333,200
/api/health,10.389,200
/api/health,7.404,200
/api/users,99.655,200
/api/products,60.639,200
/api/health,10.953,200
/api/health,12.332,404
/api/orders,180.072,200
/api/health,11.164,200
/api/health,4.192,200
/api/users,58.752,200
/api/search,81.972,200
/api/search,84.815,200
/api/users,50.659,200
/api/users,72.437,200
/api/users,74.069,200
/api/products,48.432,200
/api/products,73.337,200
/api/checkout,275.31,200
/api/products,65.719,200
/api/health,13.858,200
/api/users,74.672,200
/api/products,72.408,200
/api/health,9.134,200
/api/users,62.105,200
/api/search,108.218,200
/api/search,103.319,200
/api/health,11.12,200
/api/users,85.717,200
/api/products,46.484,200
/api/products,69.244,200
/api/health,5.991,200
/api/products,59.689,200
/api/checkout,222.081,200
/api/products,100.076,200
/api/users,34.174,200
/api/health,13.698,200
/api/products,63.364,200
/api/orders,151.501,200
/api/products,74.547,200
/api/orders,175.936,500
/api/users,84.462,200
/api/products,58.699,200
/api/search,91.583,200
/api/health,14.356,200
/api/checkout,95.089,200
/api/health,7.967,200
/api/orders,172.214,200
/api/products,47.531,200
/api/orders,107.925,200
/api/search,143.115,200
/api/health,12.331,200
/api/orders,226.918,200
/api/health,5.645,200
/api/health,10.091,200
/api/health,11.207,200
/api/products,66.116,200
/api/search,136.204,200
/api/products,51.72,200
/api/health,13.931,200
/api/products,63.071,200
/api/health,10.818,200
/api/products,53.065,200
/api/users,116.738,200
/api/products,53.129,200
/api/search,148.277,200
/api/search,125.815,200
/api/health,11.439,200
/api/search,96.801,500
/api/orders,157.811,200
/api/users,91.818,200
/api/users,103.823,200
/api/health,12.779,200
/api/health,9.516,200
/api/orders,79.391,200
/api/search,119.781,200
/api/products,54.299,200
/api/health,8.521,200
/api/products,59.463,200
/api/search,81.172,200
/api/health,13.794,200
/api/products,72.719,200
/api/health,8.778,200
/api/orders,153.144,200
/api/checkout,194.309,404
/api/users,50.463,200
/api/orders,213.111,200
/api/products,57.066,200
/api/products,47.167,200
/api/search,88.049,200
/api/products,26.358,200
/api/health,11.61,200
/api/search,101.936,200
/api/search,98.521,200
/api/users,96.275,200
/api/orders,165.119,200
/api/products,95.89,200
/api/search,103.007,200
/api/health,17.468,200
/api/users,109.899,200
/api/products,58.59,200
/api/health,7.677,200
/api/health,13.561,200
/api/health,12.681,200
/api/health,10.651,200
/api/checkout,237.837,200
/api/health,12.086,200
/api/products,64.175,200
/api/checkout,128.059,200
/api/checkout,173.341,200
/api/orders,183.597,200
/api/orders,144.344,200
/api/health,16.818,200
/api/users,62.237,200
/api/orders,165.002,200
/api/health,7.834,200
/api/health,3.818,200
/api/products,68.6,200
/api/products,59.05,200
/api/products,74.52,200
/api/orders,195.308,200
/api/search,158.318,200
/api/orders,230.35,200
/api/search,145.146,200
/api/checkout,193.283,200
/api/products,58.902,200
/api/search,106.753,200
/api/products,65.36,200
/api/search,149.309,200
/api/search,111.061,200
/api/search,150.702,200
/api/users,76.215,200
/api/orders,157.15,200
/api/orders,151.005,200
/api/health,7.457,200
/api/orders,101.205,200
/api/health,7.476,200
/api/checkout,185.919,500
/api/products,75.846,200
/api/products,22.259,200
/api/search,132.699,200
/api/orders,139.905,200
/api/products,58.562,200
/api/users,81.83,200
/api/products,46.653,200
/api/search,125.535,200
/api/health,3.746,200
/api/search,65.487,200
/api/health,9.281,200
/api/checkout,230.028,200
/api/products,44.725,200
/api/health,5.193,200
/api/orders,171.925,200
/api/health,5.377,200
/api/users,81.352,200
/api/products,56.361,200
/api/products,64.368,200
/api/orders,104.882,200
/api/products,39.744,200
/api/products,58.863,200
/api/health,4.576,200
/api/search,117.37,200
/api/checkout,191.163,200
/api/health,4.329,200
/api/checkout,245.485,200
/api/search,180.859,200
/api/products,55.263,200
/api/products,53.062,200
/api/health,4.493,404
/api/search,14.124,500
/api/health,7.688,200
/api/checkout,234.756,200
/api/search,123.725,500
/api/checkout,79.117,200
/api/users,72.562,200
/api/checkout,242.9,200
/api/products,42.455,200
/api/products,57.375,200
/api/products,81.324,200
/api/health,4.176,200
/api/search,115.169,200
/api/users,109.519,200
/api/search,101.501,200
/api/orders,157.697,200
/api/search,122.543,200
/api/products,72.128,200
/api/orders,129.736,200
/api/health,10.457,200
/api/products,64.973,200
/api/health,10.222,200
/api/products,60.367,200
/api/health,6.781,200
/api/health,10.077,200
/api/search,54.47,200
/api/orders,183.685,200
/api/search,96.449,200
/api/users,88.288,200
/api/orders,262.383,200
/api/checkout,221.415,200
/api/health,9.848,200
/api/orders,166.408,200
/api/search,93.925,200
/api/checkout,6012.709,200
/api/checkout,167.521,200
/api/products,49.527,200
/api/health,6.028,200
/api/products,50.485,200
/api/orders,107.296,200
/api/users,77.649,200
/api/products,52.725,200
/api/health,5.77,200
/api/products,73.114,200
/api/health,9.193,200
/api/health,7.317,200
/api/users,73.288,200
/api/users,81.441,200
/api/health,14.661,200
/api/health,9.4,200
/api/orders,107.714,200
/api/health,7.472,200
/api/users,73.429,200
/api/health,16.25,200
/api/health,11.71,200
/api/orders,152.138,200
/api/health,12.17,200
/api/checkout,165.893,200
/api/health,8.852,200
/api/search,116.114,200
/api/users,56.083,200
/api/health,11.584,200
/api/products,81.54,200
/api/products,35.671,200
/api/products,50.519,200
/api/search,142.302,200
/api/health,8.568,200
/api/health,9.711,200
/api/products,47.477,200
/api/users,74.96,200
/api/health,10.867,200
/api/products,60.969,200
/api/orders,85.163,200
/api/health,5.994,200
/api/products,71.489,200
/api/products,55.944,200
/api/health,12.208,404
/api/products,65.482,200
/api/products,53.662,200
/api/health,7.02,200
/api/health,9.38,200
/api/products,57.251,200
/api/health,8.857,200
/api/products,47.763,200
/api/checkout,186.603,200
/api/users,97.569,200
/api/search,164.093,500
/api/products,43.319,200
/api/products,59.2,200
/api/health,5.792,200
/api/health,4.711,200
/api/products,75.858,200
/api/health,9.526,200
/api/search,83.586,200
/api/health,11.837,200
/api/checkout,131.651,200
/api/search,112.435,404
/api/health,11.292,200
/api/health,8.546,200
/api/products,74.915,200
/api/users,76.95,200
/api/search,156.32,200
/api/health,6.217,200
/api/health,6.536,200
/api/health,6.012,200
/api/products,65.68,200
/api/health,9.465,200
/api/users,112.324,200
/api/products,79.922,200
/api/products,68.578,200
/api/health,8.797,200
/api/health,10.439,200
/api/products,64.552,200
/api/users,51.079,200
/api/checkout,243.983,200
/api/products,75.591,200
/api/health,5.646,200
/api/products,48.213,200
/api/products,53.587,200
/api/users,89.739,200
/api/health,7.383,200
/api/orders,122.234,200
/api/products,47.501,200
/api/users,67.205,200
/api/health,6.696,200
/api/products,47.058,200
/api/products,79.838,200
/api/search,108.956,200
/api/users,106.001,200
/api/users,54.967,200
/api/users,76.827,200
/api/search,108.424,200
